,x,y
0,174,30
1,173,31
2,172,31
3,171,31
4,170,31
5,169,31
6,168,31
7,167,31
8,166,31
9,165,31
10,164,31
11,163,31
12,162,31
13,161,31
14,160,32
15,159,32
16,158,32
17,157,32
18,156,32
19,155,32
20,154,32
21,153,32
22,152,32
23,151,32
24,150,33
25,149,33
26,148,33
27,147,33
28,146,33
29,145,33
30,144,33
31,143,33
32,142,34
33,141,34
34,140,34
35,139,34
36,138,34
37,137,34
38,136,34
39,135,35
40,134,35
41,133,35
42,132,35
43,131,35
44,130,35
45,129,36
46,128,36
47,127,36
48,126,36
49,125,36
50,124,37
51,123,37
52,122,37
53,121,37
54,120,37
55,119,38
56,118,38
57,117,38
58,116,38
59,115,38
60,114,39
61,113,39
62,112,39
63,111,39
64,110,40
65,109,40
66,108,40
67,107,40
68,106,41
69,105,41
70,104,41
71,103,41
72,102,42
73,101,42
74,100,42
75,99,43
76,98,43
77,97,43
78,96,44
79,95,44
80,94,44
81,93,44
82,92,45
83,91,45
84,90,45
85,89,46
86,88,46
87,87,47
88,86,47
89,85,47
90,84,48
91,83,48
92,82,49
93,81,49
94,80,49
95,79,50
96,78,50
97,77,51
98,76,51
99,75,52
100,74,52
101,73,53
102,72,53
103,71,54
104,70,54
105,69,55
106,68,55
107,67,56
108,66,56
109,65,57
110,64,58
111,63,58
112,62,59
113,61,59
114,60,60
115,59,61
116,58,61
117,57,62
118,56,63
119,55,64
120,54,64
121,53,65
122,52,66
123,51,67
124,50,68
125,49,68
126,48,69
127,47,70
128,46,71
129,45,72
130,44,73
131,43,74
132,43,75
133,42,76
134,41,77
135,40,78
136,39,79
137,39,80
138,38,81
139,37,82
140,37,83
141,36,84
142,36,85
143,35,86
144,35,87
145,34,88
146,33,89
147,32,89
148,33,89
149,34,89
150,35,89
151,36,89
152,37,89
153,38,89
154,39,89
155,40,89
156,41,89
157,42,89
158,43,89
159,44,89
160,45,89
161,46,89
162,47,89
163,48,89
164,49,89
165,50,89
166,51,89
167,52,89
168,53,89
169,54,89
170,55,89
171,56,89
172,57,89
173,58,89
174,59,89
175,60,89
176,61,89
177,62,89
178,63,89
179,64,89
180,65,89
181,66,89
182,67,89
183,68,89
184,69,89
185,70,89
186,71,89
187,72,89
188,73,89
189,74,89
190,75,89
191,76,89
192,77,89
193,78,89
194,79,89
195,80,89
196,81,89
197,82,89
198,83,89
199,84,89
200,85,89
201,86,89
202,87,89
203,88,89
204,89,89
205,90,89
206,91,89
207,92,89
208,93,89
209,94,89
210,95,89
211,96,89
212,97,89
213,98,89
214,99,89
215,100,89
216,101,89
217,102,89
218,103,89
219,104,89
220,105,89
221,106,89
222,107,89
223,108,89
224,109,89
225,110,89
226,111,89
227,112,89
228,113,89
229,114,89
230,115,89
231,116,89
232,117,89
233,118,89
234,119,89
235,120,89
236,121,89
237,122,89
238,123,89
239,124,89
240,125,89
241,126,89
242,127,89
243,128,89
244,129,89
245,130,89
246,131,89
247,132,89
248,133,89
249,134,89
250,135,89
251,136,89
252,137,89
253,138,89
254,139,89
255,140,89
256,141,89
257,142,89
258,143,89
259,144,89
260,145,89
261,146,89
262,147,89
263,148,89
264,149,89
265,150,89
266,151,89
267,152,89
268,153,89
269,154,89
270,155,89
271,156,89
272,157,89
273,158,89
274,159,89
275,160,89
276,161,89
277,162,89
278,163,89
279,164,89
280,165,89
281,166,89
282,167,89
283,168,89
284,169,89
285,170,89
286,171,89
287,172,89
288,173,89
289,174,89
290,175,89
291,176,89
292,177,89
293,178,89
294,179,89
295,180,89
296,181,89
297,182,89
298,183,89
299,184,89
300,185,89
301,186,89
302,187,89
303,188,89
304,189,89
305,190,89
306,191,89
307,192,89
308,193,89
309,194,89
310,195,89
311,196,89
312,197,89
313,198,89
314,199,89
315,200,89
316,201,89
317,202,89
318,203,89
319,204,89
320,205,89
321,206,89
322,207,89
323,208,89
324,209,89
325,210,89
326,211,89
327,212,89
328,213,89
329,214,89
330,215,89
331,216,89
332,217,89
333,218,89
334,219,89
335,220,89
336,221,89
337,222,89
338,223,89
339,224,89
340,225,89
341,226,89
342,227,89
343,228,89
344,229,89
345,230,89
346,231,89
347,232,89
348,233,89
349,234,89
350,235,89
351,236,89
352,237,89
353,238,89
354,239,89
355,240,89
356,241,89
357,242,89
358,243,89
359,244,89
360,245,89
361,246,89
362,247,89
363,248,89
364,249,89
365,250,89
366,251,89
367,252,89
368,253,89
369,254,89
370,255,89
371,256,89
372,257,89
373,258,89
374,259,89
375,260,89
376,261,89
377,262,89
378,263,89
379,264,89
380,265,89
381,266,89
382,267,89
383,268,89
384,269,89
385,270,89
386,271,89
387,272,89
388,273,89
389,274,89
390,275,89
391,276,89
392,277,89
393,278,89
394,279,89
395,280,89
396,281,89
397,282,89
398,283,89
399,284,89
400,285,89
401,286,89
402,287,89
403,288,89
404,289,89
405,290,89
406,291,89
407,292,89
408,293,89
409,294,89
410,295,89
411,296,89
412,297,89
413,298,89
414,299,89
415,300,89
416,301,89
417,302,89
418,303,89
419,304,89
420,305,89
421,306,89
422,307,89
423,308,89
424,309,89
425,310,89
426,311,89
427,312,89
428,313,89
429,314,89
430,315,89
431,315,88
432,315,87
433,315,86
434,315,85
435,315,84
436,315,83
437,315,82
438,315,81
439,315,80
440,315,79
441,315,78
442,315,77
443,315,76
444,315,75
445,315,74
446,315,73
447,315,72
448,315,71
449,315,70
450,315,69
451,315,68
452,315,67
453,315,66
454,315,65
455,315,64
456,315,63
457,315,62
458,315,61
459,315,60
460,315,59
461,315,58
462,315,57
463,315,56
464,314,55
465,313,54
466,312,54
467,311,53
468,310,53
469,309,52
470,308,52
471,307,51
472,306,51
473,305,50
474,304,50
475,303,49
476,302,49
477,301,48
478,300,48
479,299,47
480,298,47
481,297,47
482,296,46
483,295,46
484,294,45
485,293,45
486,292,45
487,291,44
488,290,44
489,289,44
490,288,43
491,287,43
492,286,42
493,285,42
494,284,42
495,283,41
496,282,41
497,281,41
498,280,40
499,279,40
500,278,40
501,277,40
502,276,39
503,275,39
504,274,39
505,273,39
506,272,38
507,271,38
508,270,38
509,269,37
510,268,37
511,267,37
512,266,37
513,265,36
514,264,36
515,263,36
516,262,36
517,261,36
518,260,36
519,259,35
520,258,35
521,257,35
522,256,35
523,255,35
524,254,34
525,253,34
526,252,34
527,251,34
528,250,34
529,249,34
530,248,34
531,247,33
532,246,33
533,245,33
534,244,33
535,243,33
536,242,33
537,241,33
538,240,33
539,239,32
540,238,32
541,237,32
542,236,32
543,235,32
544,234,32
545,233,32
546,232,32
547,231,32
548,230,31
549,229,31
550,228,31
551,227,31
552,226,31
553,225,31
554,224,31
555,223,31
556,222,31
557,221,31
558,220,31
559,219,30
560,218,30
561,217,30
562,216,30
563,215,30
564,214,30
565,213,30
566,212,30
567,211,30
568,210,30
569,209,30
570,208,30
571,207,30
572,206,30
573,205,30
574,204,30
575,203,30
576,202,30
577,201,30
578,200,30
579,199,30
580,198,30
581,197,30
582,196,30
583,195,30
584,194,30
585,193,30
586,192,30
587,191,30
588,190,30
589,189,30
590,188,30
591,187,30
592,186,30
593,185,30
594,184,30
595,183,30
596,182,30
597,181,30
598,180,30
599,179,30
600,178,30
601,177,30
602,176,30
603,175,30
