,x,y
0,131,66
1,130,67
2,129,67
3,128,67
4,127,67
5,126,67
6,125,67
7,124,67
8,123,67
9,122,67
10,121,67
11,120,67
12,119,68
13,118,68
14,117,68
15,116,68
16,115,68
17,114,68
18,113,69
19,112,69
20,111,69
21,110,69
22,109,70
23,108,70
24,107,70
25,106,70
26,105,71
27,104,71
28,103,71
29,102,72
30,101,72
31,100,72
32,99,73
33,98,73
34,97,74
35,96,74
36,95,75
37,94,75
38,93,75
39,92,76
40,91,76
41,90,77
42,89,78
43,88,78
44,87,79
45,86,79
46,85,80
47,84,81
48,83,82
49,82,82
50,81,83
51,80,84
52,79,85
53,78,86
54,77,87
55,76,88
56,75,89
57,74,90
58,74,91
59,73,92
60,73,93
61,72,94
62,71,95
63,71,96
64,70,97
65,69,97
66,69,98
67,69,99
68,69,100
69,69,101
70,69,102
71,69,103
72,69,104
73,69,105
74,69,106
75,69,107
76,69,108
77,68,109
78,68,110
79,67,111
80,66,112
81,65,112
82,64,113
83,63,113
84,62,114
85,62,115
86,62,116
87,62,117
88,62,118
89,62,119
90,62,120
91,62,121
92,63,121
93,64,121
94,65,121
95,66,121
96,67,121
97,68,121
98,69,121
99,70,121
100,71,121
101,72,121
102,73,121
103,74,121
104,75,121
105,76,121
106,77,121
107,78,121
108,79,121
109,80,121
110,81,121
111,82,121
112,83,121
113,84,121
114,85,121
115,86,121
116,87,121
117,88,121
118,89,121
119,90,121
120,91,121
121,92,121
122,93,121
123,94,121
124,95,121
125,96,121
126,97,121
127,98,121
128,99,121
129,100,121
130,101,121
131,102,121
132,103,121
133,104,121
134,105,121
135,106,121
136,107,121
137,108,121
138,109,121
139,110,121
140,111,121
141,112,121
142,113,121
143,114,121
144,115,121
145,116,121
146,117,121
147,118,121
148,119,121
149,120,121
150,121,121
151,122,121
152,123,121
153,124,121
154,125,121
155,126,121
156,127,121
157,128,121
158,129,121
159,130,121
160,131,121
161,132,121
162,133,121
163,134,121
164,135,121
165,136,121
166,137,121
167,138,121
168,139,121
169,140,121
170,141,121
171,142,121
172,143,121
173,144,121
174,145,121
175,146,121
176,147,121
177,148,121
178,149,121
179,150,121
180,151,121
181,152,121
182,153,121
183,154,121
184,155,121
185,156,121
186,157,121
187,158,121
188,159,121
189,160,121
190,161,121
191,162,121
192,163,121
193,164,121
194,165,121
195,166,121
196,167,121
197,168,121
198,169,121
199,170,121
200,171,121
201,172,121
202,173,121
203,174,121
204,175,121
205,176,121
206,177,121
207,178,121
208,179,121
209,180,121
210,181,121
211,182,121
212,183,121
213,184,121
214,185,121
215,186,121
216,187,121
217,188,121
218,189,121
219,190,121
220,191,121
221,192,121
222,193,121
223,194,121
224,195,121
225,196,121
226,197,121
227,198,121
228,199,121
229,200,121
230,201,121
231,202,121
232,203,121
233,204,121
234,205,121
235,206,121
236,207,121
237,208,121
238,209,121
239,210,121
240,211,121
241,212,121
242,213,121
243,214,121
244,215,121
245,216,121
246,217,121
247,218,121
248,219,121
249,220,121
250,221,121
251,222,121
252,223,121
253,224,121
254,225,121
255,226,121
256,227,121
257,228,121
258,229,121
259,230,121
260,231,121
261,232,121
262,233,121
263,234,121
264,235,121
265,236,121
266,237,121
267,238,121
268,239,121
269,240,121
270,240,120
271,239,119
272,238,118
273,238,117
274,238,116
275,238,115
276,237,114
277,237,113
278,236,112
279,236,111
280,236,110
281,235,109
282,235,108
283,234,107
284,234,106
285,233,105
286,233,104
287,232,103
288,231,102
289,230,101
290,230,100
291,229,99
292,228,98
293,227,97
294,226,96
295,225,95
296,224,94
297,223,93
298,222,92
299,221,91
300,220,90
301,219,89
302,218,89
303,217,88
304,216,87
305,215,86
306,214,86
307,213,85
308,212,84
309,211,84
310,210,83
311,209,83
312,208,82
313,207,81
314,206,81
315,205,80
316,204,80
317,203,80
318,202,79
319,201,79
320,200,78
321,199,78
322,198,77
323,197,77
324,196,76
325,195,76
326,194,76
327,193,75
328,192,75
329,191,75
330,190,74
331,189,74
332,188,73
333,187,73
334,186,73
335,185,73
336,184,72
337,183,72
338,182,72
339,181,72
340,180,71
341,179,71
342,178,71
343,177,71
344,176,70
345,175,70
346,174,70
347,173,70
348,172,70
349,171,69
350,170,69
351,169,69
352,168,69
353,167,69
354,166,69
355,165,68
356,164,68
357,163,68
358,162,68
359,161,68
360,160,68
361,159,67
362,158,67
363,157,67
364,156,67
365,155,67
366,154,67
367,153,67
368,152,67
369,151,67
370,150,67
371,149,67
372,148,67
373,147,67
374,146,67
375,145,67
376,144,66
377,143,66
378,142,66
379,141,66
380,140,66
381,139,66
382,138,66
383,137,66
384,136,66
385,135,66
386,134,66
387,133,66
388,132,66
