,x,y
0,230,53
1,230,54
2,230,55
3,230,56
4,229,57
5,228,57
6,227,57
7,226,57
8,225,57
9,224,57
10,223,57
11,222,57
12,221,57
13,220,57
14,219,57
15,218,57
16,217,57
17,216,57
18,215,57
19,214,57
20,213,57
21,212,57
22,211,57
23,210,57
24,209,57
25,208,57
26,207,57
27,207,58
28,207,59
29,207,60
30,207,61
31,207,62
32,206,63
33,205,63
34,204,63
35,203,63
36,202,63
37,201,63
38,200,63
39,199,63
40,198,63
41,197,63
42,196,63
43,195,63
44,194,63
45,193,63
46,192,63
47,191,63
48,190,63
49,189,63
50,188,63
51,187,63
52,186,63
53,185,63
54,184,63
55,183,63
56,182,63
57,181,63
58,180,63
59,179,63
60,178,63
61,177,63
62,176,64
63,175,64
64,174,64
65,173,64
66,172,65
67,171,65
68,170,65
69,169,65
70,168,66
71,167,66
72,166,66
73,165,66
74,164,67
75,163,67
76,162,67
77,161,67
78,160,67
79,159,68
80,158,68
81,157,68
82,156,68
83,155,69
84,154,69
85,153,69
86,152,69
87,151,70
88,150,70
89,149,70
90,148,70
91,147,71
92,146,71
93,145,71
94,144,71
95,143,72
96,142,72
97,141,72
98,140,72
99,139,73
100,138,73
101,137,74
102,136,74
103,135,75
104,134,75
105,133,75
106,132,76
107,131,76
108,130,77
109,129,77
110,128,78
111,127,78
112,126,79
113,125,79
114,124,80
115,123,80
116,122,80
117,121,81
118,120,81
119,119,82
120,118,82
121,117,83
122,116,83
123,115,84
124,114,84
125,113,84
126,112,85
127,111,85
128,110,86
129,109,86
130,108,87
131,107,87
132,106,88
133,105,88
134,104,88
135,103,89
136,102,89
137,101,90
138,100,90
139,99,91
140,98,91
141,97,92
142,96,93
143,95,93
144,94,94
145,93,95
146,92,95
147,91,96
148,90,97
149,89,97
150,88,98
151,87,99
152,86,99
153,85,100
154,84,101
155,83,101
156,82,102
157,81,103
158,80,103
159,79,104
160,78,105
161,77,105
162,76,106
163,75,107
164,74,107
165,73,108
166,72,109
167,71,109
168,70,110
169,69,111
170,68,111
171,67,112
172,66,113
173,65,113
174,64,114
175,63,115
176,62,115
177,61,115
178,60,116
179,59,117
180,59,118
181,58,119
182,57,120
183,57,121
184,56,122
185,55,123
186,55,124
187,54,125
188,53,126
189,52,127
190,52,128
191,51,129
192,50,130
193,50,131
194,49,132
195,48,133
196,47,134
197,47,135
198,46,136
199,45,137
200,45,138
201,44,139
202,43,140
203,42,141
204,42,142
205,41,143
206,40,144
207,40,145
208,39,146
209,38,147
210,37,148
211,36,148
212,35,149
213,35,150
214,34,151
215,34,152
216,34,153
217,33,154
218,33,155
219,32,156
220,32,157
221,32,158
222,31,159
223,31,160
224,30,161
225,30,162
226,30,163
227,29,164
228,29,165
229,28,166
230,28,167
231,27,168
232,27,169
233,27,170
234,26,171
235,26,172
236,25,173
237,25,174
238,25,175
239,24,176
240,24,177
241,23,178
242,23,179
243,23,180
244,22,181
245,22,182
246,22,183
247,23,184
248,24,184
249,25,184
250,26,184
251,27,184
252,28,184
253,29,184
254,30,184
255,31,184
256,32,184
257,33,184
258,34,184
259,35,184
260,36,184
261,37,184
262,38,184
263,39,184
264,40,184
265,41,184
266,42,184
267,43,184
268,44,184
269,45,184
270,46,184
271,47,184
272,48,184
273,49,184
274,50,184
275,51,184
276,52,184
277,53,184
278,54,184
279,55,184
280,56,184
281,57,184
282,58,184
283,59,184
284,60,184
285,61,184
286,62,184
287,63,184
288,64,184
289,65,184
290,66,184
291,67,184
292,68,184
293,69,184
294,70,184
295,71,184
296,72,184
297,73,184
298,74,184
299,75,184
300,76,184
301,77,184
302,78,184
303,79,184
304,80,184
305,81,184
306,82,184
307,83,184
308,84,184
309,85,184
310,86,184
311,87,184
312,88,184
313,89,184
314,90,184
315,91,184
316,92,184
317,93,184
318,94,184
319,95,184
320,96,184
321,97,184
322,98,184
323,99,184
324,100,184
325,101,184
326,102,184
327,103,184
328,104,184
329,105,184
330,106,184
331,107,184
332,108,184
333,109,184
334,110,184
335,111,184
336,112,184
337,113,184
338,114,184
339,115,184
340,116,184
341,117,184
342,118,184
343,119,184
344,120,184
345,121,184
346,122,184
347,123,184
348,124,184
349,125,184
350,126,184
351,127,183
352,128,183
353,129,183
354,130,183
355,131,183
356,132,183
357,133,183
358,134,183
359,135,183
360,136,183
361,137,183
362,138,183
363,139,183
364,140,183
365,141,183
366,142,183
367,143,183
368,144,183
369,145,183
370,146,183
371,147,183
372,148,183
373,149,183
374,150,183
375,151,183
376,152,183
377,153,183
378,154,183
379,155,183
380,156,183
381,157,183
382,158,183
383,159,183
384,160,183
385,161,183
386,162,183
387,163,183
388,164,183
389,165,183
390,166,183
391,167,183
392,168,183
393,169,183
394,170,183
395,171,183
396,172,183
397,173,183
398,174,183
399,175,183
400,176,183
401,177,183
402,178,183
403,179,183
404,180,183
405,181,183
406,182,183
407,183,183
408,184,183
409,185,183
410,186,183
411,187,183
412,188,183
413,189,183
414,190,183
415,191,183
416,192,183
417,193,183
418,194,183
419,195,183
420,196,183
421,197,183
422,198,183
423,199,183
424,200,183
425,201,183
426,202,183
427,203,183
428,204,183
429,205,183
430,206,183
431,207,183
432,208,183
433,209,183
434,210,183
435,211,183
436,212,183
437,213,183
438,214,183
439,215,183
440,216,183
441,217,183
442,218,183
443,219,183
444,220,183
445,221,183
446,222,183
447,223,183
448,224,183
449,225,183
450,226,183
451,227,183
452,228,183
453,229,183
454,230,183
455,231,183
456,232,183
457,233,183
458,234,183
459,235,183
460,236,183
461,237,183
462,238,183
463,239,183
464,240,183
465,241,183
466,242,183
467,243,183
468,244,183
469,245,183
470,246,183
471,247,183
472,248,183
473,249,183
474,250,183
475,251,183
476,252,183
477,253,183
478,254,183
479,255,183
480,256,183
481,257,183
482,258,183
483,259,183
484,260,183
485,261,183
486,262,183
487,263,183
488,264,183
489,265,183
490,266,183
491,267,183
492,268,183
493,269,183
494,270,183
495,271,183
496,272,183
497,273,183
498,274,183
499,275,183
500,276,183
501,277,183
502,278,183
503,279,183
504,280,183
505,281,183
506,282,183
507,283,183
508,284,183
509,285,183
510,286,183
511,287,183
512,288,183
513,289,183
514,290,183
515,291,183
516,292,183
517,293,183
518,294,183
519,295,183
520,296,183
521,297,183
522,298,183
523,299,183
524,300,183
525,301,183
526,302,183
527,303,183
528,304,183
529,305,183
530,306,183
531,307,183
532,308,183
533,309,183
534,310,183
535,311,183
536,312,183
537,313,183
538,314,183
539,315,183
540,316,183
541,317,183
542,318,183
543,319,183
544,320,183
545,321,183
546,322,183
547,323,183
548,324,183
549,325,183
550,326,183
551,327,183
552,328,183
553,329,183
554,330,183
555,331,183
556,332,183
557,333,183
558,334,183
559,335,183
560,336,183
561,337,183
562,338,183
563,339,183
564,340,183
565,341,183
566,342,183
567,343,183
568,344,183
569,345,183
570,346,183
571,347,183
572,348,183
573,349,183
574,350,183
575,351,183
576,352,183
577,353,183
578,354,183
579,355,183
580,356,183
581,357,183
582,358,183
583,359,183
584,360,183
585,361,183
586,362,183
587,363,183
588,364,184
589,365,184
590,366,184
591,367,184
592,368,184
593,369,184
594,370,184
595,371,184
596,372,184
597,373,184
598,374,184
599,375,184
600,376,184
601,377,184
602,378,184
603,379,184
604,380,184
605,381,184
606,382,184
607,383,184
608,384,184
609,385,184
610,386,184
611,387,184
612,388,184
613,389,184
614,390,184
615,391,184
616,392,184
617,393,184
618,394,184
619,395,184
620,396,184
621,397,184
622,398,184
623,399,184
624,400,184
625,401,184
626,402,184
627,403,184
628,404,184
629,405,184
630,406,184
631,407,184
632,408,184
633,409,184
634,410,184
635,411,184
636,412,184
637,413,184
638,414,184
639,415,184
640,416,184
641,417,184
642,418,184
643,419,184
644,420,184
645,421,184
646,422,184
647,423,184
648,424,184
649,425,184
650,426,184
651,427,184
652,428,184
653,429,184
654,430,184
655,431,184
656,432,184
657,433,184
658,434,184
659,435,184
660,436,184
661,437,184
662,438,184
663,439,184
664,440,184
665,441,184
666,442,184
667,443,184
668,444,184
669,445,184
670,446,184
671,447,184
672,448,184
673,449,184
674,450,184
675,451,184
676,452,184
677,453,184
678,454,184
679,455,184
680,456,184
681,457,184
682,458,184
683,459,184
684,460,184
685,461,184
686,462,184
687,463,184
688,464,184
689,465,184
690,466,184
691,467,184
692,468,184
693,469,184
694,470,184
695,471,184
696,472,184
697,471,183
698,470,183
699,469,182
700,469,181
701,469,180
702,468,179
703,468,178
704,468,177
705,468,176
706,468,175
707,467,174
708,467,173
709,467,172
710,467,171
711,467,170
712,467,169
713,467,168
714,466,167
715,466,166
716,465,165
717,465,164
718,465,163
719,464,162
720,463,161
721,463,160
722,462,159
723,461,158
724,461,157
725,460,156
726,460,155
727,460,154
728,460,153
729,459,152
730,459,151
731,459,150
732,458,149
733,458,148
734,457,147
735,456,146
736,456,145
737,455,144
738,454,143
739,453,142
740,452,141
741,451,140
742,451,139
743,450,138
744,449,137
745,448,136
746,448,135
747,447,134
748,446,133
749,446,132
750,445,131
751,444,130
752,444,129
753,443,128
754,442,127
755,441,126
756,441,125
757,440,124
758,439,123
759,439,122
760,438,121
761,437,120
762,437,119
763,436,118
764,435,117
765,434,117
766,433,116
767,432,115
768,431,114
769,430,113
770,429,112
771,428,111
772,427,110
773,426,110
774,425,109
775,424,108
776,423,107
777,422,106
778,421,105
779,420,104
780,419,103
781,418,102
782,417,101
783,416,100
784,415,99
785,414,99
786,413,98
787,412,97
788,411,96
789,410,95
790,409,94
791,408,93
792,407,92
793,406,91
794,405,90
795,404,90
796,403,89
797,402,89
798,401,88
799,400,88
800,399,87
801,398,87
802,397,86
803,396,86
804,395,85
805,394,85
806,393,84
807,392,84
808,391,83
809,390,82
810,389,82
811,388,81
812,387,81
813,386,80
814,385,80
815,384,79
816,383,79
817,382,78
818,381,78
819,380,77
820,379,77
821,378,76
822,377,76
823,376,75
824,375,75
825,374,74
826,373,74
827,372,73
828,371,72
829,370,71
830,369,71
831,368,71
832,367,70
833,366,70
834,365,70
835,364,70
836,363,69
837,362,69
838,361,69
839,360,68
840,359,68
841,358,68
842,357,68
843,356,67
844,355,67
845,354,67
846,353,66
847,352,66
848,351,66
849,350,66
850,349,65
851,348,65
852,347,65
853,346,64
854,345,64
855,344,64
856,343,64
857,342,63
858,341,63
859,340,63
860,339,63
861,338,63
862,337,63
863,336,63
864,335,62
865,334,62
866,333,62
867,332,62
868,331,61
869,330,61
870,329,61
871,328,60
872,327,60
873,326,60
874,325,59
875,324,59
876,323,59
877,322,59
878,321,58
879,320,58
880,319,58
881,318,57
882,317,57
883,316,57
884,315,56
885,314,56
886,313,56
887,312,56
888,311,57
889,310,57
890,309,57
891,308,57
892,307,57
893,306,57
894,305,57
895,304,57
896,303,57
897,302,57
898,301,57
899,300,57
900,299,57
901,298,57
902,297,57
903,296,57
904,295,57
905,294,57
906,293,57
907,292,57
908,291,57
909,290,57
910,289,57
911,288,57
912,287,57
913,286,57
914,285,57
915,284,57
916,283,57
917,282,56
918,282,55
919,282,54
920,282,53
921,281,53
922,280,53
923,279,53
924,278,53
925,277,53
926,276,53
927,275,53
928,274,53
929,273,53
930,272,53
931,271,53
932,270,53
933,269,53
934,268,53
935,267,53
936,266,53
937,265,53
938,264,53
939,263,53
940,262,53
941,261,53
942,260,53
943,259,53
944,258,53
945,257,53
946,256,53
947,255,53
948,254,53
949,253,53
950,252,53
951,251,53
952,250,53
953,249,53
954,248,53
955,247,53
956,246,53
957,245,53
958,244,53
959,243,53
960,242,53
961,241,53
962,240,53
963,239,53
964,238,53
965,237,53
966,236,53
967,235,53
968,234,53
969,233,53
970,232,53
971,231,53
